Date_Time,PAR,RH,Temp,VWC
2019-12-09 09:42:00,534.7,0.35,28.2,0.188
2019-12-09 09:43:00,963.1,0.33,28.5,0.188
2019-12-09 09:44:00,1261.6,0.33,28.8,0.188
2019-12-09 09:45:00,1316.5,0.33,29,0.188
2019-12-09 09:46:00,1307.4,0.32,29,0.188
2019-12-09 09:47:00,1327.5,0.32,29,0.188
2019-12-09 09:48:00,1362.3,0.32,28.9,0.188
2019-12-09 09:49:00,1402.6,0.32,28.9,0.188
2019-12-09 09:50:00,1441,0.31,29,0.188
2019-12-09 09:51:00,1457.5,0.32,29.2,0.188
2019-12-09 09:52:00,1459.4,0.31,29.3,0.189
2019-12-09 09:53:00,1468.5,0.32,29.2,0.189
2019-12-09 09:54:00,1485,0.31,29.3,0.19
2019-12-09 09:55:00,1488.6,0.31,29.5,0.19
2019-12-09 09:56:00,1488.6,0.3,29.5,0.19
2019-12-09 09:57:00,1512.5,0.32,29.6,0.19
2019-12-09 09:58:00,1519.8,0.31,29.6,0.19
2019-12-09 09:59:00,1507,0.31,29.8,0.19
2019-12-09 10:00:00,1510.6,0.31,30,0.19
2019-12-09 10:01:00,1510.6,0.31,30.3,0.19
2019-12-09 10:02:00,1516.1,0.3,30.5,0.19
2019-12-09 10:03:00,1512.5,0.3,30.7,0.191
2019-12-09 10:04:00,1514.3,0.29,31,0.19
2019-12-09 10:05:00,1523.4,0.29,31.3,0.19
2019-12-09 10:06:00,1521.6,0.28,31.6,0.19
2019-12-09 10:07:00,1507,0.28,31.9,0.19
2019-12-09 10:08:00,1505.1,0.28,32.2,0.19
2019-12-09 10:09:00,1512.5,0.27,32.6,0.19
2019-12-09 10:10:00,1512.5,0.27,32.8,0.19
2019-12-09 10:11:00,1512.5,0.27,33.1,0.19
2019-12-09 10:12:00,1505.1,0.26,33.4,0.19
2019-12-09 10:13:00,1501.5,0.25,33.6,0.19
2019-12-09 10:14:00,1525.3,0.25,33.8,0.19
2019-12-09 10:15:00,1516.1,0.25,34,0.19
2019-12-09 10:16:00,1523.4,0.24,34.3,0.19
2019-12-09 10:17:00,1532.6,0.24,34.5,0.19
2019-12-09 10:18:00,1501.5,0.24,34.6,0.19
2019-12-09 10:19:00,1063.8,0.24,34.8,0.19
2019-12-09 10:20:00,838.6,0.24,35,0.19
2019-12-09 10:21:00,1318.4,0.24,35.3,0.19
2019-12-09 10:22:00,1490.5,0.23,35.5,0.191
2019-12-09 10:23:00,1113.3,0.23,35.7,0.191
2019-12-09 10:24:00,523.7,0.23,36,0.191
2019-12-09 10:25:00,333.3,0.23,36.2,0.191
2019-12-09 10:26:00,331.4,0.23,36.3,0.191
2019-12-09 10:27:00,340.6,0.23,36.4,0.191
2019-12-09 10:28:00,346.1,0.22,36.6,0.191
2019-12-09 10:29:00,468.8,0.23,36.8,0.191
2019-12-09 10:30:00,668.3,0.22,36.9,0.191
2019-12-09 10:31:00,708.6,0.22,37,0.191
2019-12-09 10:32:00,752.6,0.22,37,0.191
2019-12-09 10:33:00,835,0.22,37.1,0.191
2019-12-09 10:34:00,862.4,0.21,37.2,0.191
2019-12-09 10:35:00,884.4,0.21,37.2,0.191
2019-12-09 10:36:00,897.2,0.22,37.3,0.191
2019-12-09 10:37:00,891.7,0.22,37.3,0.191
2019-12-09 10:38:00,911.9,0.22,37.3,0.191
2019-12-09 10:39:00,930.2,0.21,37.2,0.191
2019-12-09 10:40:00,933.8,0.22,37,0.191
2019-12-09 10:41:00,917.4,0.21,37,0.191
2019-12-09 10:42:00,851.4,0.22,36.9,0.192
2019-12-09 10:43:00,631.7,0.21,37,0.193
2019-12-09 10:44:00,413.8,0.21,37,0.193
2019-12-09 10:45:00,362.5,0.22,37.1,0.193
2019-12-09 10:46:00,353.4,0.22,37.3,0.194
2019-12-09 10:47:00,347.9,0.21,37.3,0.194
2019-12-09 10:48:00,344.2,0.2,37.5,0.195
2019-12-09 10:49:00,344.2,0.21,37.5,0.195
2019-12-09 10:50:00,342.4,0.22,37.5,0.195
2019-12-09 10:51:00,344.2,0.22,37.5,0.195
2019-12-09 10:52:00,346.1,0.22,37.5,0.195
2019-12-09 10:53:00,347.9,0.21,37.5,0.195
2019-12-09 10:54:00,349.7,0.2,37.5,0.195
2019-12-09 10:55:00,355.2,0.2,37.5,0.195
2019-12-09 10:56:00,362.5,0.22,37.5,0.196
2019-12-09 10:57:00,373.5,0.21,37.5,0.196
2019-12-09 10:58:00,443.1,0.22,37.5,0.196
2019-12-09 10:59:00,672,0.22,37.5,0.196
2019-12-09 11:00:00,816.7,0.2,37.5,0.196
2019-12-09 11:01:00,697.6,0.21,37.4,0.196
2019-12-09 11:02:00,701.3,0.21,37.4,0.196
2019-12-09 11:03:00,853.3,0.21,37.4,0.196
2019-12-09 11:04:00,761.7,0.21,37.4,0.196
2019-12-09 11:05:00,681.2,0.21,37.2,0.196
2019-12-09 11:06:00,721.4,0.23,37.1,0.196
2019-12-09 11:07:00,661,0.22,37.1,0.196
2019-12-09 11:08:00,609.7,0.22,37.1,0.196
2019-12-09 11:09:00,620.7,0.21,37,0.196
2019-12-09 11:10:00,629.9,0.22,36.9,0.196
2019-12-09 11:11:00,629.9,0.22,36.8,0.196
2019-12-09 11:12:00,613.4,0.22,36.8,0.196
2019-12-09 11:13:00,584.1,0.22,36.9,0.196
2019-12-09 11:14:00,593.3,0.22,36.9,0.196
2019-12-09 11:15:00,576.8,0.22,37,0.196
2019-12-09 11:16:00,591.4,0.22,37,0.196
2019-12-09 11:17:00,521.9,0.23,36.8,0.196
2019-12-09 11:18:00,459.6,0.22,36.8,0.196
2019-12-09 11:19:00,441.3,0.23,36.8,0.196
2019-12-09 11:20:00,412,0.23,36.7,0.196
2019-12-09 11:21:00,377.2,0.23,36.6,0.196
2019-12-09 11:22:00,366.2,0.23,36.6,0.196
2019-12-09 11:23:00,366.2,0.23,36.7,0.196
2019-12-09 11:24:00,366.2,0.23,36.8,0.196
2019-12-09 11:25:00,369.9,0.23,36.9,0.196
2019-12-09 11:26:00,391.8,0.23,37,0.196
2019-12-09 11:27:00,772.7,0.23,37.2,0.196
2019-12-09 11:28:00,1408.1,0.22,37.4,0.196
2019-12-09 11:29:00,1642.5,0.22,37.6,0.196
2019-12-09 11:30:00,1658.9,0.23,37.6,0.196
2019-12-09 11:31:00,1620.5,0.23,37.7,0.196
2019-12-09 11:32:00,1622.3,0.23,37.7,0.196
2019-12-09 11:33:00,1664.4,0.23,37.8,0.196
2019-12-09 11:34:00,1653.4,0.22,38,0.196
2019-12-09 11:35:00,1677.2,0.22,38.1,0.196
2019-12-09 11:36:00,1695.6,0.22,38.3,0.196
2019-12-09 11:37:00,1721.2,0.22,38.3,0.196
2019-12-09 11:38:00,1730.3,0.22,38.4,0.196
2019-12-09 11:39:00,1732.2,0.22,38.5,0.196
2019-12-09 11:40:00,1750.5,0.22,38.7,0.196
2019-12-09 11:41:00,1787.1,0.22,38.8,0.196
2019-12-09 11:42:00,1745,0.22,38.8,0.196
2019-12-09 11:43:00,1715.7,0.22,38.9,0.196
2019-12-09 11:44:00,1710.2,0.22,39,0.196
2019-12-09 11:45:00,1739.5,0.22,39.1,0.196
2019-12-09 11:46:00,1842,0.22,39.2,0.196
2019-12-09 11:47:00,1799.9,0.22,39.3,0.196
2019-12-09 11:48:00,1757.8,0.22,39.5,0.196
2019-12-09 11:49:00,1746.8,0.21,39.7,0.196
2019-12-09 11:50:00,1770.6,0.22,39.7,0.196
2019-12-09 11:51:00,1778,0.2,39.8,0.197
2019-12-09 11:52:00,1774.3,0.21,39.9,0.197
2019-12-09 11:53:00,1792.6,0.21,40,0.197
2019-12-09 11:54:00,1823.7,0.2,40.1,0.197
2019-12-09 11:55:00,1767,0.2,40.2,0.197
2019-12-09 11:56:00,1741.3,0.21,40.2,0.198
2019-12-09 11:57:00,1745,0.21,40,0.198
2019-12-09 11:58:00,1783.4,0.22,40,0.198
2019-12-09 11:59:00,1878.7,0.2,40.1,0.198
2019-12-09 12:00:00,1816.4,0.2,40.2,0.198
2019-12-09 12:01:00,1792.6,0.2,40.3,0.198
2019-12-09 12:02:00,1776.1,0.2,40.3,0.198
2019-12-09 12:03:00,1761.5,0.2,40.3,0.198
2019-12-09 12:04:00,1801.8,0.21,40.4,0.198
2019-12-09 12:05:00,1818.2,0.21,40.5,0.198
2019-12-09 12:06:00,1843.9,0.21,40.7,0.198
2019-12-09 12:07:00,1847.5,0.21,40.7,0.198
2019-12-09 12:08:00,1825.6,0.21,40.7,0.198
2019-12-09 12:09:00,1807.3,0.21,40.7,0.199
2019-12-09 12:10:00,1796.3,0.21,40.7,0.199
2019-12-09 12:11:00,1851.2,0.21,40.7,0.2
2019-12-09 12:12:00,1851.2,0.2,40.8,0.2
2019-12-09 12:13:00,1746.8,0.21,40.8,0.2
2019-12-09 12:14:00,1715.7,0.2,40.9,0.2
2019-12-09 12:15:00,1728.5,0.21,40.9,0.2
2019-12-09 12:16:00,1787.1,0.21,41,0.2
2019-12-09 12:17:00,1834.7,0.2,41,0.2
2019-12-09 12:18:00,1787.1,0.21,40.9,0.2
2019-12-09 12:19:00,1367.8,0.2,40.9,0.2
2019-12-09 12:20:00,686.6,0.21,40.9,0.2
2019-12-09 12:21:00,450.4,0.2,40.9,0.201
2019-12-09 12:22:00,763.5,0.21,41,0.201
2019-12-09 12:23:00,1404.4,0.2,41.1,0.201
2019-12-09 12:24:00,1669.9,0.21,41.2,0.201
2019-12-09 12:25:00,1627.8,0.2,41.2,0.201
2019-12-09 12:26:00,1638.8,0.2,40.9,0.201
2019-12-09 12:27:00,1675.4,0.21,40.8,0.201
2019-12-09 12:28:00,1693.7,0.21,40.8,0.201
2019-12-09 12:29:00,1710.2,0.21,40.8,0.201
2019-12-09 12:30:00,1741.3,0.21,40.7,0.201
2019-12-09 12:31:00,1756,0.22,40.7,0.201
2019-12-09 12:32:00,1712,0.22,40.7,0.201
2019-12-09 12:33:00,1695.6,0.22,40.8,0.202
2019-12-09 12:34:00,1724.9,0.22,40.7,0.202
2019-12-09 12:35:00,1781.6,0.22,40.7,0.202
2019-12-09 12:36:00,1796.3,0.22,40.6,0.202
2019-12-09 12:37:00,1743.2,0.22,40.6,0.202
2019-12-09 12:38:00,1745,0.22,40.7,0.202
2019-12-09 12:39:00,1799.9,0.22,40.7,0.202
2019-12-09 12:40:00,1845.7,0.22,40.7,0.202
2019-12-09 12:41:00,1836.5,0.22,40.6,0.202
2019-12-09 12:42:00,1783.4,0.22,40.5,0.202
2019-12-09 12:43:00,1734,0.22,40.5,0.202
2019-12-09 12:44:00,1741.3,0.22,40.5,0.202
2019-12-09 12:45:00,1799.9,0.22,40.5,0.202
2019-12-09 12:46:00,1763.3,0.22,40.5,0.202
2019-12-09 12:47:00,1750.5,0.22,40.5,0.202
2019-12-09 12:48:00,1741.3,0.22,40.6,0.202
2019-12-09 12:49:00,1787.1,0.22,40.7,0.202
2019-12-09 12:50:00,1803.6,0.22,40.7,0.202
2019-12-09 12:51:00,1796.3,0.22,40.7,0.202
2019-12-09 12:52:00,1796.3,0.22,40.8,0.202
2019-12-09 12:53:00,1798.1,0.22,40.8,0.202
2019-12-09 12:54:00,1810.9,0.22,40.7,0.202
2019-12-09 12:55:00,1798.1,0.22,40.5,0.202
2019-12-09 12:56:00,1798.1,0.22,40.4,0.202
2019-12-09 12:57:00,1776.1,0.22,40.4,0.202
2019-12-09 12:58:00,1787.1,0.22,40.4,0.202
2019-12-09 12:59:00,1798.1,0.22,40.4,0.202
2019-12-09 13:00:00,1814.6,0.22,40.4,0.202
2019-12-09 13:01:00,1796.3,0.22,40.4,0.202
2019-12-09 13:02:00,1787.1,0.22,40.5,0.202
2019-12-09 13:03:00,1807.3,0.23,40.6,0.202
2019-12-09 13:04:00,1803.6,0.22,40.7,0.202
2019-12-09 13:05:00,1776.1,0.22,40.9,0.202
2019-12-09 13:06:00,1776.1,0.22,41,0.202
2019-12-09 13:07:00,1807.3,0.22,41.3,0.202
2019-12-09 13:08:00,1823.7,0.22,41.4,0.202
2019-12-09 13:09:00,1818.2,0.22,41.5,0.202
2019-12-09 13:10:00,1803.6,0.22,41.6,0.202
2019-12-09 13:11:00,1820.1,0.22,41.5,0.202
2019-12-09 13:12:00,1812.7,0.22,41.4,0.202
2019-12-09 13:13:00,1799.9,0.22,41.4,0.203
2019-12-09 13:14:00,1779.8,0.22,41.5,0.202
2019-12-09 13:15:00,1805.4,0.22,41.5,0.202
2019-12-09 13:16:00,1807.3,0.22,41.6,0.202
2019-12-09 13:17:00,1776.1,0.22,41.6,0.202
2019-12-09 13:18:00,1778,0.22,41.4,0.202
2019-12-09 13:19:00,1812.7,0.22,41.3,0.202
2019-12-09 13:20:00,1816.4,0.22,41.1,0.202
2019-12-09 13:21:00,1794.4,0.22,41,0.202
2019-12-09 13:22:00,1776.1,0.23,40.9,0.202
2019-12-09 13:23:00,1814.6,0.23,40.8,0.202
2019-12-09 13:24:00,1818.2,0.23,40.7,0.202
2019-12-09 13:25:00,1809.1,0.23,40.7,0.202
2019-12-09 13:26:00,1810.9,0.23,40.7,0.202
2019-12-09 13:27:00,1818.2,0.23,40.8,0.202
2019-12-09 13:28:00,1779.8,0.23,40.8,0.202
2019-12-09 13:29:00,1770.6,0.23,40.7,0.202
2019-12-09 13:30:00,1801.8,0.23,40.6,0.202
2019-12-09 13:31:00,1823.7,0.24,40.6,0.202
2019-12-09 13:32:00,1801.8,0.24,40.7,0.202
2019-12-09 13:33:00,1821.9,0.24,40.7,0.202
2019-12-09 13:34:00,1854.9,0.23,40.8,0.202
2019-12-09 13:35:00,1865.8,0.23,41,0.202
2019-12-09 13:36:00,1860.4,0.23,41.1,0.202
2019-12-09 13:37:00,1876.8,0.23,41.3,0.202
2019-12-09 13:38:00,1856.7,0.23,41.3,0.202
2019-12-09 13:39:00,1825.6,0.23,41.4,0.202
2019-12-09 13:40:00,1829.2,0.23,41.5,0.202
2019-12-09 13:41:00,1812.7,0.23,41.5,0.202
2019-12-09 13:42:00,1778,0.23,41.5,0.202
2019-12-09 13:43:00,1787.1,0.23,41.6,0.202
2019-12-09 13:44:00,1799.9,0.23,41.7,0.202
2019-12-09 13:45:00,1814.6,0.23,41.7,0.202
2019-12-09 13:46:00,1807.3,0.23,41.7,0.202
2019-12-09 13:47:00,1798.1,0.23,41.8,0.202
2019-12-09 13:48:00,1843.9,0.23,41.8,0.202
2019-12-09 13:49:00,1706.5,0.23,41.8,0.202
2019-12-09 13:50:00,1148.1,0.23,41.8,0.202
2019-12-09 13:51:00,604.2,0.23,41.8,0.202
2019-12-09 13:52:00,681.2,0.23,41.8,0.201
2019-12-09 13:53:00,1214,0.23,41.7,0.201
2019-12-09 13:54:00,1598.5,0.24,41.6,0.201
2019-12-09 13:55:00,1750.5,0.23,41.6,0.2
2019-12-09 13:56:00,1799.9,0.23,41.6,0.2
2019-12-09 13:57:00,1801.8,0.24,41.7,0.2
2019-12-09 13:58:00,1827.4,0.24,41.7,0.2
2019-12-09 13:59:00,1849.4,0.24,41.7,0.2
2019-12-09 14:00:00,1803.6,0.23,41.8,0.2
2019-12-09 14:01:00,1790.8,0.23,41.8,0.2
2019-12-09 14:02:00,1827.4,0.23,41.8,0.2
2019-12-09 14:03:00,1823.7,0.23,41.8,0.2
2019-12-09 14:04:00,1820.1,0.23,41.8,0.199
2019-12-09 14:05:00,1843.9,0.23,41.8,0.198
2019-12-09 14:06:00,1814.6,0.23,41.8,0.198
2019-12-09 14:07:00,1814.6,0.24,41.9,0.198
2019-12-09 14:08:00,1829.2,0.23,42,0.198
2019-12-09 14:09:00,1765.1,0.23,42,0.198
2019-12-09 14:10:00,1763.3,0.23,42,0.198
2019-12-09 14:11:00,1812.7,0.23,42.1,0.198
2019-12-09 14:12:00,1847.5,0.23,42.3,0.198
2019-12-09 14:13:00,1887.8,0.23,42.4,0.198
2019-12-09 14:14:00,1875,0.23,42.5,0.198
2019-12-09 14:15:00,1860.4,0.23,42.6,0.198
2019-12-09 14:16:00,1865.8,0.23,42.7,0.198
2019-12-09 14:17:00,1849.4,0.23,42.8,0.198
2019-12-09 14:18:00,1840.2,0.23,42.7,0.198
2019-12-09 14:19:00,1831.1,0.23,42.7,0.198
2019-12-09 14:20:00,1756,0.23,42.7,0.198
2019-12-09 14:21:00,1710.2,0.23,42.8,0.198
2019-12-09 14:22:00,1686.4,0.22,42.7,0.198
2019-12-09 14:23:00,1669.9,0.23,42.7,0.197
2019-12-09 14:24:00,1638.8,0.23,42.7,0.197
2019-12-09 14:25:00,1437.4,0.23,42.6,0.197
2019-12-09 14:26:00,858.8,0.23,42.6,0.197
2019-12-09 14:27:00,441.3,0.24,42.5,0.196
2019-12-09 14:28:00,428.5,0.24,42.5,0.196
2019-12-09 14:29:00,516.4,0.23,42.5,0.196
2019-12-09 14:30:00,1082.2,0.23,42.4,0.196
2019-12-09 14:31:00,1565.6,0.23,42.4,0.196
2019-12-09 14:32:00,1580.2,0.23,42.5,0.196
2019-12-09 14:33:00,1629.6,0.23,42.4,0.196
2019-12-09 14:34:00,1616.8,0.23,42.5,0.196
2019-12-09 14:35:00,1638.8,0.23,42.5,0.196
2019-12-09 14:36:00,1631.5,0.24,42.5,0.196
2019-12-09 14:37:00,1629.6,0.23,42.7,0.196
2019-12-09 14:38:00,1582,0.24,42.7,0.196
2019-12-09 14:39:00,1571,0.23,42.8,0.196
2019-12-09 14:40:00,1565.6,0.24,42.7,0.196
2019-12-09 14:41:00,1525.3,0.24,42.7,0.196
2019-12-09 14:42:00,327.8,0.24,42.8,0.196
2019-12-09 14:43:00,1527.1,0.23,42.8,0.196
2019-12-09 14:44:00,1490.5,0.23,42.8,0.196
2019-12-09 14:45:00,1481.3,0.23,42.9,0.195
2019-12-09 14:46:00,1499.6,0.23,43,0.195
2019-12-09 14:47:00,1517.9,0.23,43.1,0.195
2019-12-09 14:48:00,1512.5,0.23,43.2,0.195
2019-12-09 14:49:00,1507,0.23,43.3,0.195
2019-12-09 14:50:00,1505.1,0.23,43.3,0.195
2019-12-09 14:51:00,1138.9,0.23,43.3,0.195
2019-12-09 14:52:00,714.1,0.23,43.5,0.195
2019-12-09 14:53:00,1007.1,0.23,43.5,0.195
2019-12-09 14:54:00,1463,0.23,43.6,0.195
2019-12-09 14:55:00,1527.1,0.22,43.6,0.195
2019-12-09 14:56:00,1543.6,0.22,43.7,0.195
2019-12-09 14:57:00,1578.4,0.22,43.7,0.195
2019-12-09 14:58:00,1560.1,0.22,43.7,0.195
2019-12-09 14:59:00,1554.6,0.22,43.7,0.195
2019-12-09 15:00:00,1563.7,0.22,43.7,0.195
2019-12-09 15:01:00,1318.4,0.22,43.6,0.195
2019-12-09 15:02:00,858.8,0.23,43.5,0.195
2019-12-09 15:03:00,697.6,0.22,43.4,0.195
2019-12-09 15:04:00,666.5,0.22,43.3,0.195
2019-12-09 15:05:00,542,0.22,43.2,0.195
2019-12-09 15:06:00,496.2,0.23,43.1,0.195
2019-12-09 15:07:00,490.7,0.23,43.1,0.195
2019-12-09 15:08:00,494.4,0.23,43.2,0.195
2019-12-09 15:09:00,736.1,0.23,43.3,0.195
2019-12-09 15:10:00,1186.5,0.23,43.3,0.195
2019-12-09 15:11:00,1404.4,0.22,43.3,0.195
2019-12-09 15:12:00,1413.6,0.22,43.4,0.195
2019-12-09 15:13:00,1397.1,0.22,43.5,0.195
2019-12-09 15:14:00,1408.1,0.23,43.6,0.195
2019-12-09 15:15:00,1404.4,0.22,43.7,0.195
2019-12-09 15:16:00,1395.3,0.22,43.7,0.194
2019-12-09 15:17:00,1404.4,0.22,43.7,0.194
2019-12-09 15:18:00,1397.1,0.22,43.7,0.194
2019-12-09 15:19:00,1398.9,0.22,43.5,0.193
2019-12-09 15:20:00,1409.9,0.22,43.5,0.193
2019-12-09 15:21:00,1400.8,0.23,43.5,0.193
2019-12-09 15:22:00,1398.9,0.22,43.5,0.193
2019-12-09 15:23:00,1398.9,0.22,43.5,0.193
2019-12-09 15:24:00,1386.1,0.22,43.5,0.193
2019-12-09 15:25:00,1369.6,0.22,43.4,0.193
2019-12-09 15:26:00,1356.8,0.22,43.4,0.193
2019-12-09 15:27:00,1358.6,0.23,43.4,0.193
2019-12-09 15:28:00,1342.2,0.23,43.4,0.193
2019-12-09 15:29:00,1316.5,0.23,43.4,0.193
2019-12-09 15:30:00,1307.4,0.22,43.4,0.194
2019-12-09 15:31:00,1296.4,0.22,43.5,0.194
2019-12-09 15:32:00,1290.9,0.23,43.5,0.195
2019-12-09 15:33:00,1274.4,0.23,43.4,0.195
2019-12-09 15:34:00,1243.3,0.23,43.3,0.195
2019-12-09 15:35:00,1226.8,0.23,43.3,0.195
2019-12-09 15:36:00,1215.8,0.23,43.1,0.195
2019-12-09 15:37:00,1095,0.23,43,0.195
2019-12-09 15:38:00,719.6,0.23,42.9,0.195
2019-12-09 15:39:00,485.2,0.23,42.8,0.195
2019-12-09 15:40:00,521.9,0.23,42.8,0.195
2019-12-09 15:41:00,521.9,0.24,42.8,0.195
2019-12-09 15:42:00,487.1,0.24,42.8,0.195
2019-12-09 15:43:00,397.3,0.24,42.8,0.194
